,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,emotion
0,0.009054171,0.023056516,-0.0009705258,-0.020388799,0.023072748,0.023485743,-0.027372085,-0.0067053773,0.014254948,0.030046528,-0.009061943,0.009935083,-0.013823707,0.01897971,-0.009582236,-0.0032367078,0.0054424005,0.0016325807,-0.0031512175,-0.011519444,-0.0023097123,0.017135391,0.00903342,-0.0009350775,-0.01803249,-0.024215838,0.027692426,-0.006761413,-0.01682389,0.017962487,0.015444767,0.017042957,-0.010251534,-0.018034982,-0.03615772,-0.014558528,-0.004970992,-0.004836394,-0.004041693,-0.0018377781,-0.009436672,0.025555868,0.0037019656,0.026924198,0.030753119,-0.019590853,0.027906343,0.006839066,-0.0019773787,0.0047478895,-0.02228516,0.006352019,-0.013822913,0.008964937,-0.01663307,-0.00043877432,-0.012375446,0.012358966,0.017262775,0.0072523234,-0.0038727738,0.018804139,0.036198117,0.028990217,0.0020542794,-0.00050658465,-0.007453211,0.013411822,-0.011975879,0.006553352,-0.012544333,0.008228618,0.0059544635,0.0029904807,-0.010272888,0.0018419924,0.020502819,0.009009592,0.029667528,0.0075114025,0.0075683445,0.004454929,0.016536998,-0.013103592,0.014455355,0.0038714376,0.0070038456,0.008234309,-0.014230574,0.0048585855,0.02610687,0.004745405,0.04362509,-0.016021302,-0.00023321649,-0.02377738,-0.011776316,0.0098331105,-0.008542315,-0.01811706,2
1,0.02148604,0.030552851,-0.010661531,-0.030011296,0.037807457,0.04949491,-0.035721086,-0.007783301,0.03805192,0.057079658,-0.011381096,0.044017438,-0.029980354,0.039838146,-0.033409063,-0.022604536,0.0042596785,0.0041510495,0.01639516,-0.017869918,0.015335247,0.046035342,0.028669162,-0.03093048,-0.030919764,-0.031413537,0.04941744,-0.01517239,-0.00801127,0.042397536,0.012257092,0.036707047,-0.023826003,-0.020378664,-0.05823741,-0.004913745,-0.009131266,-0.013327937,-0.020696657,-0.013105881,-0.021593867,0.04926518,0.0154430885,0.03481088,0.06518994,-0.047682542,0.020863822,0.017386993,-0.023613391,0.014455047,-0.053784456,-0.0044664433,-0.04464251,0.030521482,-0.023671012,-0.016618738,-0.027004227,0.025377013,0.019106383,0.022796487,-0.0016456093,0.040663276,0.06455189,0.0657205,1.722603e-05,0.021658292,-0.036805876,-0.0014762966,-0.016152715,0.0070957746,-0.010322917,0.012775078,0.0008947998,-0.0054272907,-0.01375892,-0.0003693984,0.053509593,0.031937696,0.050225638,0.0063271634,0.00049357757,0.022456907,0.041980512,-0.011426188,0.02986259,-0.009913978,0.020142239,0.004631222,-0.03875099,0.006316996,0.030353576,-0.0014939071,0.066589415,-0.031558555,-0.016696483,-0.04140201,-0.013335578,0.028948532,-0.020549702,-0.038494993,2
2,0.0013578229,0.016489469,-0.00012002385,-0.012132981,0.022316556,0.008504655,-0.031113904,-0.00796769,0.008822548,0.029995605,-0.024490383,0.005586558,-0.011545622,0.0059723007,-0.0061982125,0.0004428633,-0.006615512,-0.002445765,-0.012716781,-0.008812659,-0.006699432,0.017500868,-0.0029815529,0.011831273,-0.017553158,-0.014624214,0.027311195,-0.01878873,-0.022203837,0.006462248,0.0052201888,0.006311879,0.0019174931,-0.01692119,-0.028040338,-0.0217402,-0.004003438,-0.008674643,0.0012256254,0.002910624,-0.012497685,0.02598849,-0.0021423888,0.031066326,0.013400328,-0.011022912,0.031795833,-0.0066829417,0.0067873993,0.009106893,-0.026382975,0.006175119,-0.0070905695,0.008611768,-0.009575173,0.0035300734,-0.00541498,0.012027896,0.026787309,0.0013244041,0.00082457677,0.025272056,0.035762206,0.02077732,0.0033348645,-0.0015468793,-0.016608255,0.01887692,-0.010999108,0.004873585,-0.01260092,0.013222908,0.0083582355,0.0063121235,-0.024655735,-0.0030246566,0.019759823,-0.0034256596,0.0171001,0.0056285965,0.018223539,-0.001308649,0.011888222,-0.0039819567,0.009736615,0.0039724936,0.004631676,0.00944808,-0.015755545,0.007717158,0.03380866,0.0032203149,0.05641711,-0.015274698,-0.0022596503,-0.022969894,-0.018488206,0.009830989,0.00022493771,-0.015051918,2
3,0.017226003,0.032688286,-0.004545983,-0.030111205,0.03331966,0.042197336,-0.03400789,-0.007892764,0.025078945,0.043598756,-0.005056552,0.024115352,-0.01953118,0.032709815,-0.020323988,-0.01101765,0.011125636,0.0036716966,0.007709312,-0.01749053,0.0048801675,0.026622532,0.021111486,-0.015191714,-0.026062759,-0.03203065,0.03831304,-0.0074651847,-0.014672729,0.033031005,0.020744037,0.027870366,-0.02011107,-0.020709308,-0.05072294,-0.01057164,-0.0064016706,-0.00723847,-0.012042397,-0.009514798,-0.0133642275,0.03560965,0.011448042,0.030340172,0.052945245,-0.03437233,0.029052563,0.015549085,-0.012955616,0.006658049,-0.03397882,0.0038356767,-0.02927143,0.017901871,-0.024197023,-0.006926419,-0.021868786,0.018739156,0.018038578,0.014151004,-0.005904065,0.025201742,0.050726995,0.04716022,0.0016625951,0.0063093426,-0.013807676,0.008508321,-0.013681196,0.010554778,-0.01322617,0.008229498,0.0045135794,-0.0018183631,-0.008051683,0.0022062124,0.034532625,0.021710081,0.043941278,0.0078742625,0.0023075456,0.013535094,0.027591376,-0.019384075,0.024054645,0.0005644366,0.011190812,0.007220757,-0.022515925,0.0037333628,0.028338004,0.0037888596,0.05239543,-0.023777891,-0.002725127,-0.03298094,-0.011428605,0.016266085,-0.015318962,-0.027754154,2
4,0.009434132,0.025047185,-0.0032215803,-0.02260858,0.027693136,0.027031051,-0.03230369,-0.006853268,0.018235488,0.037906095,-0.014620991,0.016862217,-0.016746275,0.020598816,-0.013573844,-0.006598842,0.0012904305,0.0013859571,-0.0019398069,-0.013043413,0.0003551764,0.023545625,0.010218548,-0.0034799455,-0.021428792,-0.023273325,0.032677926,-0.012896193,-0.016784461,0.019405495,0.012667189,0.019088645,-0.0107328,-0.018376796,-0.038498715,-0.015499011,-0.005491437,-0.008259212,-0.006334964,-0.0053790924,-0.011733141,0.031765707,0.005756826,0.030357888,0.03422408,-0.024034925,0.028615845,0.004677253,-0.0017429616,0.0083856005,-0.033377122,0.005997381,-0.018453175,0.013445395,-0.016522659,-0.0033397498,-0.012377059,0.015155843,0.02431705,0.0076657175,-0.0030119878,0.027730236,0.046177022,0.035031695,0.0021930488,0.0036150336,-0.017099781,0.012488249,-0.013157939,0.0065500215,-0.013199332,0.010659445,0.0076813013,0.0033658813,-0.017769204,-0.00043549205,0.027583255,0.009511104,0.029384622,0.0068396875,0.009985003,0.005535965,0.020523245,-0.010905604,0.016456239,0.0012481381,0.009004557,0.006867047,-0.018266544,0.0064878403,0.03167339,0.002847455,0.05329496,-0.018937415,-0.0045302226,-0.02929855,-0.01538302,0.013730869,-0.007462593,-0.021715231,2
5,0.019779462,0.0016929865,-0.008106394,-0.013325328,-0.0029999488,0.03673601,0.020806683,0.0063030533,0.021956988,-0.0031882585,0.03771007,0.02887418,-0.005724712,0.029546695,-0.016473792,-0.019148272,0.021460446,0.009415899,0.037803914,-0.004637037,0.02745814,0.0081405025,0.03441224,-0.04980546,0.00055469933,-0.007861334,-0.0043487456,0.023885535,0.030227654,0.031138094,0.011693995,0.02794993,-0.027118143,0.012221558,-0.010070223,0.03136103,-0.0012889747,0.0046464046,-0.019828077,-0.016065516,0.0030327097,0.0003618747,0.017755121,-0.020974558,0.04276655,-0.024791986,-0.027982324,0.030994307,-0.035710663,-0.0049132113,0.0012053864,-0.013753796,-0.026870681,0.010332093,-0.01129673,-0.021920852,-0.016395232,0.0007192161,-0.029054033,0.02032245,-0.005437074,-0.011383809,-0.0047932123,0.023344692,-0.007250309,0.016448813,0.0060692923,-0.03083309,0.0046808966,0.0014642434,0.010901422,-0.0134406965,-0.012777503,-0.016132453,0.03476136,0.006719858,0.0104567,0.039495602,0.02518141,-0.0030194912,-0.03486489,0.02195844,0.015935263,-0.013167924,0.014779529,-0.014118729,0.009088142,-0.011496463,-0.0056778677,-0.009401598,-0.032932967,-0.0051671835,-0.03919373,-0.0042378814,-0.0090109985,-0.00019951185,0.021371419,0.0062671527,-0.02052884,-0.008600324,1
6,0.007741795,0.016062316,-0.005298555,-0.014982934,0.025168406,0.021239528,-0.030312276,-0.0053882836,0.022765148,0.04159936,-0.022134429,0.026644591,-0.020343779,0.015902206,-0.021830859,-0.011606535,-0.010161557,-0.00084249926,0.002516252,-0.009292241,0.0063820006,0.03331456,0.007963104,-0.010463895,-0.022706846,-0.014870385,0.03578305,-0.023487099,-0.011345555,0.01884923,-0.0012155065,0.017679928,-0.0072489874,-0.013974691,-0.034982085,-0.010153066,-0.005035791,-0.013897958,-0.009837217,-0.005844836,-0.019854046,0.03826288,0.0048759566,0.030907914,0.030335318,-0.026924856,0.018880093,-0.00081202853,-0.0063586407,0.014505426,-0.04431176,-0.0017760298,-0.024896126,0.022531833,-0.010383492,-0.008622869,-0.013021538,0.018969,0.02352949,0.009497394,0.0026156157,0.03751205,0.04881934,0.04262833,0.0006401825,0.015043874,-0.037068628,0.005773398,-0.010726273,0.002388049,-0.008377102,0.01665035,0.0016647114,0.00017236051,-0.026675157,-0.00492439,0.038170017,0.010067659,0.021977944,0.0041439836,0.011780996,0.011079722,0.028073022,0.0025374317,0.01610729,-0.008536195,0.010866541,0.003655192,-0.030265752,0.008058141,0.030501738,-0.0042368774,0.06310227,-0.023954824,-0.015104557,-0.03098293,-0.016164003,0.022895956,-0.005375844,-0.025205912,2
7,0.005693124,0.003628754,-0.01177403,-0.0030741054,0.01714617,0.016978081,-0.01951608,-0.004138414,0.026917063,0.03980492,-0.026481345,0.039107744,-0.02070306,0.010822337,-0.028597383,-0.017868055,-0.020408671,-0.0022975984,0.010212804,-0.0045269444,0.0143563105,0.04091522,0.009140409,-0.024790617,-0.019208578,-0.0023058683,0.033744153,-0.030049548,-0.0009911867,0.017653193,-0.017619735,0.013599784,-0.0033653385,-0.0072603314,-0.023625955,0.0013783955,-0.0051667127,-0.020919248,-0.014544798,-0.007932005,-0.026194345,0.038364287,0.0071009835,0.024235122,0.023383081,-0.028122498,-0.001403177,-0.006115747,-0.012639345,0.020979306,-0.055817556,-0.0125441,-0.030776985,0.031885214,0.0008860921,-0.016944679,-0.012046244,0.020646302,0.020098923,0.012238501,0.010335641,0.04528906,0.045305405,0.04494974,-0.0021627354,0.030020032,-0.05685949,-0.007798203,-0.0048739593,-0.003695636,-0.000530734,0.020304196,-0.004190734,-0.0044819387,-0.032178145,-0.010520524,0.046461757,0.012289795,0.0083101485,0.00013739012,0.010880966,0.016452566,0.03492974,0.018197082,0.013162307,-0.019248182,0.011440524,-0.0011562343,-0.038996816,0.010274546,0.023138145,-0.011719542,0.05914822,-0.025480114,-0.026555324,-0.02943653,-0.015494417,0.031185426,-0.0012544981,-0.026408877,2
8,0.0043803235,0.0008606292,-0.016895564,0.00019606724,0.024404377,0.017954161,-0.027776709,-0.004440402,0.034959566,0.055103946,-0.045241103,0.05470267,-0.02859678,0.0098014055,-0.041158244,-0.025728056,-0.036757782,-0.00812621,0.011753173,-0.005564161,0.02028244,0.06150024,0.008731575,-0.030705648,-0.026708525,0.00256772,0.047091916,-0.0489825,-0.0017651662,0.020212261,-0.031881668,0.015642893,0.0004469937,-0.009728285,-0.029752836,0.0003240873,-0.0077005117,-0.032822657,-0.019584103,-0.008687154,-0.038544234,0.057126645,0.0068828007,0.03708047,0.025171174,-0.036170084,-0.0020097573,-0.015237281,-0.016339868,0.029204538,-0.08069283,-0.017380003,-0.042805914,0.045754258,0.003293629,-0.023675172,-0.013187743,0.029803805,0.031776495,0.014641465,0.015006584,0.06681015,0.063891746,0.062154435,-0.00437733,0.043210763,-0.084795244,-0.010617889,-0.0069272183,-0.0070370813,-0.00017301942,0.03102638,-0.004963743,-0.005436967,-0.052738782,-0.016318673,0.06620593,0.0134096,0.0054095616,0.00085508515,0.019447204,0.02363407,0.049502682,0.029962337,0.01738499,-0.028740557,0.017472757,-0.0018562445,-0.057488903,0.015653815,0.035502233,-0.01861398,0.08927705,-0.034594376,-0.04055953,-0.043129306,-0.023768106,0.044895023,0.0010208281,-0.03601138,2
9,-0.003345616,-0.010981787,-0.011888234,0.011668375,0.00783442,-0.002963791,-0.011584527,-0.0010738528,0.017543433,0.029160673,-0.034900382,0.033685174,-0.014522858,-0.0056897663,-0.024446487,-0.01565147,-0.03357786,-0.008110838,0.0042055827,0.0030107056,0.012218674,0.03671055,-0.004038539,-0.015962932,-0.010984438,0.016192429,0.023118436,-0.037046783,0.0023030797,0.0031152954,-0.033098184,0.0014529625,0.008666688,0.00010956855,-0.004849962,0.0029422245,-0.0029158762,-0.02430346,-0.00998249,-0.0021009562,-0.027086927,0.032432813,0.0016386985,0.018992495,-0.0011061113,-0.014771719,-0.010163764,-0.021244923,-0.0052562184,0.02372366,-0.05346193,-0.013714446,-0.021358605,0.03158842,0.012892391,-0.013841579,-0.00282806,0.017336031,0.0218792,0.0050530746,0.016096972,0.047265437,0.03536844,0.031300485,-0.0023640704,0.03079096,-0.06612717,-0.010371526,-0.001179894,-0.010839928,0.0051912367,0.02368951,-0.0049637225,-0.0028290588,-0.043089405,-0.014547304,0.039816484,-0.0008413026,-0.016733523,-0.0036040337,0.018376866,0.011798243,0.028032318,0.033024702,0.0036420065,-0.022383831,0.007923905,-0.0038793082,-0.03697243,0.01112238,0.01907521,-0.01631462,0.054693524,-0.01939471,-0.030285003,-0.02120251,-0.016466904,0.030293085,0.008941257,-0.0185144,0
